0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
16,10,12,14,6,6,0,0,4,4,4,4,4,4,4,6,6,6,6,6,6,6,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,146.0,552.0,644.0,644.0,552.0,1,1,1,1,3,0,0,1
18,10,10,19,6,4,0,0,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,0,0,0,0,321.0,653.0,658.0,658.0,653.0,0,1,1,0,0,0,0,1
19,10,10,20,6,6,0,0,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,288.0,667.0,690.0,690.0,667.0,0,1,1,0,5,0,0,4
20,10,11,16,6,4,0,0,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,310.0,600.0,711.0,711.0,600.0,1,1,1,0,3,0,0,0
20,11,11,17,6,6,0,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,310.0,659.0,698.0,698.0,659.0,0,1,1,0,1,0,0,0
24,16,14,19,6,4,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,0,0,0,2,2,4,4,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,0,0,0,406.0,796.0,883.0,883.0,796.0,1,2,1,0,3,1,0,1
21,13,16,18,6,8,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,0,0,0,0,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,4,4,2,0,0,0,0,339.0,734.0,830.0,830.0,734.0,1,1,2,0,0,0,1,1
26,18,17,19,6,10,0,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,4,0,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,0,475.0,868.0,972.0,972.0,868.0,1,2,2,0,8,1,0,7
21,17,15,17,6,8,0,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,0,0,0,0,2,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,0,399.0,787.0,823.0,823.0,787.0,1,2,2,1,2,1,1,2
19,14,14,19,6,10,0,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,0,0,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,309.0,758.0,760.0,760.0,758.0,1,1,1,1,3,0,0,4
18,11,13,15,6,6,0,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,4,4,4,4,2,0,0,0,0,0,2,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,249.0,632.0,679.0,679.0,632.0,1,1,1,1,3,0,0,3
20,9,11,17,6,6,0,0,0,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,291.0,616.0,695.0,695.0,616.0,0,1,1,0,1,0,0,0
16,9,11,14,6,6,0,0,0,2,2,4,4,4,6,6,6,6,6,6,6,6,6,4,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,228.0,532.0,618.0,618.0,532.0,1,1,1,0,2,0,0,1
25,19,16,20,6,8,0,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,0,0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,2,2,0,437.0,903.0,937.0,937.0,903.0,1,2,2,1,8,1,0,5
23,19,17,16,6,8,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,0,0,4,4,4,4,6,4,4,4,2,2,2,2,2,2,2,4,4,6,4,2,2,2,0,466.0,829.0,896.0,896.0,829.0,1,2,2,1,4,1,0,4
23,17,13,19,6,10,0,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,0,0,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,0,333.0,825.0,831.0,831.0,825.0,1,2,1,1,4,1,0,3
