0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
9,9,12,13,4,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,220.0,499.0,490.0,490.0,499.0,1,1,0,0,0,0,0,1
15,10,15,15,4,2,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,0,0,280.0,644.0,621.0,621.0,644.0,1,1,0,0,3,0,0,4
10,10,18,11,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,285.0,485.0,642.0,642.0,485.0,1,1,0,0,0,0,0,1
16,15,15,13,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,2,2,4,4,4,2,2,2,2,4,4,2,2,2,0,0,0,0,0,255.0,645.0,712.0,712.0,645.0,2,2,0,0,1,1,1,0
11,13,14,12,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,2,0,0,0,0,0,0,0,211.0,553.0,597.0,597.0,553.0,1,1,0,0,0,0,0,0
14,16,19,10,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,2,2,2,0,0,0,283.0,598.0,759.0,759.0,598.0,1,2,0,0,0,1,0,0
12,13,21,8,2,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,0,0,0,0,0,249.0,521.0,721.0,721.0,521.0,1,1,0,0,0,0,3,0
10,10,15,15,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,303.0,576.0,574.0,574.0,576.0,1,1,0,0,0,0,0,0
10,10,15,18,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,0,0,0,299.0,619.0,600.0,600.0,619.0,1,1,0,1,0,0,0,0
14,11,20,10,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,2,0,0,0,2,4,4,4,4,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,0,328.0,503.0,762.0,762.0,503.0,1,1,1,1,0,0,0,0
14,15,20,13,4,6,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,2,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,0,345.0,640.0,786.0,786.0,640.0,1,1,0,1,0,0,1,1
11,10,15,15,2,4,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,328.0,560.0,613.0,613.0,560.0,1,1,0,0,0,0,0,0
18,12,14,16,6,4,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,6,4,2,0,0,0,367.0,662.0,718.0,718.0,662.0,2,2,0,0,2,0,0,1
9,10,15,11,2,2,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,237.0,534.0,501.0,501.0,534.0,1,1,0,0,0,0,0,0
21,17,11,17,6,2,0,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,2,0,0,0,0,323.0,827.0,691.0,691.0,827.0,1,2,0,0,7,0,0,1
16,13,15,14,4,4,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,2,2,4,4,4,4,4,2,2,2,2,2,2,2,4,2,2,2,0,0,0,330.0,636.0,698.0,698.0,636.0,2,2,0,0,0,0,1,0
14,15,20,12,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,336.0,623.0,780.0,780.0,623.0,1,1,0,0,0,0,0,1
15,12,18,9,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,286.0,514.0,728.0,728.0,514.0,1,1,0,0,0,0,0,0
10,10,15,12,2,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,234.0,504.0,577.0,577.0,504.0,1,1,0,0,0,0,1,0
10,10,13,13,2,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,224.0,508.0,550.0,550.0,508.0,1,1,0,0,0,0,0,1
